sub_id,session,run,red_idx,green_idx,value
MET000,1,2,4,9,1.5918083655972166
MET000,1,2,5,0,1.2648374030969822
MET000,1,2,5,1,1.111173546962303
MET000,1,2,5,2,0.87826493987956267
MET000,1,2,5,3,1.0833670018347228
MET000,1,2,5,4,1.0859176155989081
MET000,1,2,5,5,1.07390420988694
MET000,1,2,5,6,0.99463544649638624
MET000,1,2,5,7,1.0594455683685491
MET000,1,2,5,8,1.4841307360310017
MET000,1,2,5,9,1.3659636253581235
MET000,1,2,6,0,1.4124861038365069
MET000,1,2,6,1,1.3510909472615622
MET000,1,2,6,2,1.4124590273448383
MET000,1,2,6,3,1.3181018213633784
MET000,1,2,6,4,1.320434070415637
MET000,1,2,6,5,1.2036661750353657
MET000,1,2,6,6,1.0383773281216324
MET000,1,2,6,7,0.83404784276738098
MET000,1,2,6,8,1.2274212187718123
MET000,1,2,6,9,1.3606486069646231
MET000,1,2,7,0,1.4598208500594549
MET000,1,2,7,1,1.4901377646978335
MET000,1,2,7,2,1.49763060562993
MET000,1,2,7,3,1.1515869098765896
MET000,1,2,7,4,1.3408424482882293
MET000,1,2,7,5,1.092395116126069
MET000,1,2,7,6,1.1981938227089712
MET000,1,2,7,7,1.0256770740910768
MET000,1,2,7,8,0.93844558247261478
MET000,1,2,7,9,1.3607288881879165
MET000,1,2,8,0,1.5770434852036912
MET000,1,2,8,1,1.7884493425062904
MET000,1,2,8,2,1.3388842256166338
MET000,1,2,8,3,1.5980946407237249
MET000,1,2,8,4,1.524152400210609
MET000,1,2,8,5,1.7068299132288092
MET000,1,2,8,6,1.3731512765033955
MET000,1,2,8,7,1.6423414572427573
MET000,1,2,8,8,1.3190746424814794
MET000,1,2,8,9,1.2790877205909843
MET000,1,2,9,0,1.697707094986656
MET000,1,2,9,1,1.5971022892831921
MET000,1,2,9,2,1.6336931415478817
MET000,1,2,9,3,1.7061213436834255
MET000,1,2,9,4,1.6463014110254577
MET000,1,2,9,5,1.3823280653856478
