sub_id,session,group,subgroup,red,green,depth,red_idx,green_idx,fitted_red,fitted_green,fitted_depth,fitted_amp,fitted_sigma_red,fitted_sigma_green,fitted_r_squared,fitted_at_bound,fitted_valid,ramp_intercept,ramp_slope_red,ramp_slope_green,ramp_r_squared,rotated_red,rotated_green,rotated_depth,rotated_amp,rotated_sigma_major,rotated_sigma_minor,rotated_orientation_deg,rotated_r_squared,rotated_at_bound,rotated_valid
MET020,1,CTR,NA,2488.8888888888887,1333.3333333333333,0.004763021235119409,7,6,3199.999999999985,1616.950491399459,0.19047967268316057,1.4807665781381862,1983.0311559845825,1092.5431962546443,0.5790666954776467,True,False,0.6520018930225764,-0.00011140954113315387,-3.361004241443092e-05,0.2640219738770053,1990.337169527473,1010.2590449085058,0.07675912347013647,0.5348989798141213,1750.981187852353,403.3872931473433,26.533059786031277,0.7697087637104609,False,True
MET021,1,CTR,NA,2488.8888888888887,1333.3333333333333,0.010505290470906415,7,6,2700.796305963856,1512.0941960315583,0.16482267097119152,0.6725024788948109,3199.9999999718316,1110.2188332821802,0.4459116315018977,True,False,0.38739233499022424,-3.973358314724549e-05,-4.4874370394282985e-05,0.18100777160070114,2173.312136575852,1268.3634091473368,0.14997086559811945,0.3330221297839721,2255.7518726605867,752.7097849927865,3.6502802688710396,0.44736437081710234,False,True
MET021,2,CTR,NA,2844.4444444444443,1333.3333333333333,0.036215724402550345,8,6,2556.0651267395156,1373.020639818964,0.11416981067758297,0.41609636014611534,1623.9067364878667,950.129038355455,0.5778252780334727,False,True,0.5416825185509224,-6.690950328145628e-05,-0.0001308548587499239,0.46403723511630734,2555.965103812093,1373.0204686584866,0.11416490172722976,0.41602835926483034,1623.8091867658566,949.9779782700953,2.2799617701488087e-23,0.5778252793091068,False,True
MET022,1,CTR,NA,1777.7777777777778,888.8888888888889,0.14948740067660474,5,4,2325.170810103255,1044.6395045920983,0.39801852761437484,0.7191960762352843,1131.2484855462042,632.0400523578911,0.6425621323230506,False,True,1.2333212497647055,-0.00010360526527972177,-0.00025837279544692625,0.4045659631387931,2325.172361335117,1044.6378942096358,0.3980103577516819,0.7191895343793434,1131.1983104596377,632.0263035474229,3.010071123694062e-14,0.6425621321041205,False,True
MET023,1,CTR,NA,2133.3333333333335,888.8888888888889,0.1704187933827889,6,4,1825.2899376438002,834.557244936037,0.4002792123893225,0.5622575172493662,787.5400205567206,524.671835554024,0.8357853592095673,False,True,1.163002228317246,-0.00015554776956212054,-0.00012583937800378982,0.5161408242415542,1825.058411248274,834.7487084507881,0.39983041444587286,0.5621924666767633,786.125339054384,523.9249956979824,0.20387354104906502,0.8357867041294064,False,True
MET023,2,CTR,NA,1777.7777777777778,666.6666666666666,0.21856227747240248,5,3,1813.2034093486081,750.9324517433439,0.4044940814721437,0.6013291673464315,821.7785033132957,442.69416780723776,0.6880656813356612,False,True,1.0343359395702538,-7.918870080313268e-05,-0.00010236982650007828,0.23289718702396578,1825.5658280576868,777.6105715498642,0.31292412364399547,0.6383950568348895,718.0603870620548,340.965561828549,18.8325195716018,0.7198016139356156,False,True
MET024,1,CTR,NA,1777.7777777777778,888.8888888888889,0.15309749400653774,5,4,3199.9999995842504,746.2531159984538,0.33164456769761586,1.3834074686124482,1704.6926971507128,860.1554178988739,0.6450942853479036,True,False,0.9910765851239929,-0.0001181381648953945,-0.00010520903141660384,0.263812588812809,3199.9999982731724,745.2577394368047,0.33763968001707534,1.5792635941945397,1683.5994356893495,907.3966175299594,6.233115808916241,0.6494961294082511,True,False
MET025,1,PD,NA,1422.2222222222222,1333.3333333333333,-0.008557857423475996,4,6,1473.5700238487511,1373.8890802466879,0.09458239073001334,0.31387360533626246,684.1815600619242,1037.0200659265313,0.6313455121142179,False,True,0.4407741616723974,-7.396733573885336e-05,-4.274342895353231e-05,0.28855293773948953,1473.587376148399,1373.8652977520073,0.09458047354248261,0.3138638666215896,1037.0471073576387,684.1454316840434,90.0,0.6313455100904839,False,True
MET025,2,PD,NA,1777.7777777777778,888.8888888888889,0.060480392758351764,5,4,1627.2101461264365,855.0326840322946,0.19503534178435988,0.41386436108188784,627.6488368838217,732.405780715426,0.661670808703885,False,True,0.5715424433771696,-6.032862086927468e-05,1.6413634217724062e-06,0.15064714934902934,1618.5815791784482,817.5456825857049,0.20024369468555914,0.4193473186638548,776.7979550772274,627.7847401442184,60.28941890875012,0.6678969041539742,False,True
MET026,1,CTR,NA,1422.2222222222222,666.6666666666666,0.000800820293103896,4,3,1810.9085985767522,453.31478324791584,0.10600340520250201,0.34406935655194015,949.6489784835334,645.5590980285036,0.42360830069207667,False,True,0.3850922782141841,-5.7603569948934515e-05,-4.0255550548424815e-05,0.1967399312350009,1586.5976702665369,565.563369458296,0.05210340826419191,0.30623697369265435,766.5316949544091,371.4342615926051,27.89414048741611,0.4404083554912319,False,True
