sub_id,session,run,trial,value
MET030,2,4,2,0.7778710833425927
MET030,2,4,3,0.66627611682838705
MET030,2,4,4,0.77191832007669048
MET031,1,1,1,0.81420315152112133
MET031,1,1,2,0.7923904254541112
MET031,1,1,3,0.6976853127622078
MET031,1,1,4,0.82643882808229985
MET031,1,2,1,0.6934506568401041
MET031,1,2,2,0.84595261251475928
MET031,1,2,3,0.77230881651285144
MET031,1,2,4,0.77340930635653804
MET031,1,3,1,0.87220267041747035
MET031,1,3,2,0.73571611662120673
MET031,1,3,3,0.79280706904749365
MET031,1,3,4,0.73210375181949328
MET031,1,4,1,0.75940753143232242
MET031,1,4,2,0.71558910341446036
MET031,1,4,3,0.88287139581541185
MET031,1,4,4,0.80816863816112705
MET032,1,1,1,0.6223140696891164
MET032,1,1,2,0.67571675878834625
MET032,1,1,3,0.79749930626939081
MET032,1,1,4,0.80606027910090217
MET032,1,2,1,0.60999085579854395
MET032,1,2,2,0.74034203033205914
MET032,1,2,3,0.83028665036111693
MET032,1,2,4,0.72645518947305265
MET032,1,3,1,0.63963107690747645
MET032,1,3,2,0.61825216554858486
MET032,1,3,3,0.77599881602407295
MET032,1,3,4,0.84774026340374664
MET032,1,4,1,0.70524498232643307
MET032,1,4,2,0.81458199654588415
MET032,1,4,3,0.8345961166195659
MET032,1,4,4,0.86132327225022065
MET033,1,1,1,0.78164407887242116
MET033,1,1,2,0.60135508771616175
MET033,1,1,3,0.79534864773156033
MET033,1,1,4,0.71442280923482471
MET033,1,2,1,0.71266991423241122
MET033,1,2,2,0.77965417067168863
MET033,1,2,3,0.66142409441497807
MET033,1,2,4,0.83761933867089655
MET033,1,3,1,0.77165550617446088
MET033,1,3,2,0.55802177312155332
MET033,1,3,3,0.6799008338245186
MET033,1,3,4,0.73362701629585936
MET033,1,4,1,0.64836612480054778
MET033,1,4,2,0.70325003095184702
MET033,1,4,3,0.69332565473939445
MET033,1,4,4,0.86518986609484916
MET034,1,1,1,0.74887690195928858
MET034,1,1,2,0.66819846528689231
MET034,1,1,3,0.58468292230916696
MET034,1,1,4,0.71100700088587421
MET034,1,2,1,0.6568896802715023
MET034,1,2,2,0.72643637111903137
MET034,1,2,3,0.94281745256526317
MET034,1,2,4,0.72930010875667872
MET034,1,3,1,0.862652648263323
MET034,1,3,2,0.82942698167287432
MET034,1,3,3,0.70337706371049125
MET034,1,3,4,0.8217888895164599
MET034,1,4,1,0.75760807494032423
MET034,1,4,2,0.68164268036503195
MET034,1,4,3,0.63142606096508203
MET034,1,4,4,0.74345289053542574
MET035,1,1,1,0.7245704290824222
MET035,1,1,2,0.79375991588722095
MET035,1,1,3,0.79156827096206195
MET035,1,1,4,0.74504585892257746
MET035,1,2,1,0.87248685735790543
MET035,1,2,2,0.83630133498181736
MET035,1,2,3,0.75557482833001155
MET035,1,2,4,0.70772250818520122
MET035,1,3,1,0.66305585204899575
MET035,1,3,2,0.65688172935226585
MET035,1,3,3,0.77661659625955615
MET035,1,3,4,0.84506816463410006
MET035,1,4,1,0.76054476453908615
MET035,1,4,2,0.97515558674135883
MET035,1,4,3,0.81988627153421167
MET035,1,4,4,0.85255701622154267
MET036,1,1,1,0.68867028897796834
MET036,1,1,2,0.81108706961584531
MET036,1,1,3,0.68048017383615955
MET036,1,1,4,0.65429978515253895
MET036,1,2,1,0.74358122940781146
MET036,1,2,2,0.72437871960339595
MET036,1,2,3,0.78852975232615918
MET036,1,2,4,0.76645496083046194
MET036,1,3,1,0.72332697858672945
MET036,1,3,2,0.72721758377631041
MET036,1,3,3,0.74505480298781435
MET036,1,3,4,0.73229059195551727
MET036,1,4,1,0.68692673556097883
MET036,1,4,2,0.71505077214058865
MET036,1,4,3,0.76779040134003995
MET036,1,4,4,0.73603896250068113
MET037,1,1,1,0.51044388540133345
MET037,1,1,2,0.61379304642202315
MET037,1,1,3,0.63358619653396531
MET037,1,1,4,0.59074187214030605
MET037,1,2,1,0.64190260595404003
MET037,1,2,2,0.64087039705891047
MET037,1,2,3,0.78478123279151424
MET037,1,2,4,0.56074236656073351
MET037,1,3,1,0.56587411943351917
MET037,1,3,2,0.74780616986526638
MET037,1,3,3,0.56918308446780663
MET037,1,3,4,0.54597018383707596
MET038,1,1,1,0.64416472864131147
MET038,1,1,2,0.64842079609249448
MET038,1,1,3,0.83139489418122603
MET038,1,1,4,0.57773717832742888
MET038,1,2,1,0.59822269098210412
MET038,1,2,2,0.7173448744429396
MET038,1,2,3,0.60024404131259057
MET038,1,2,4,0.71374990673744365
MET038,1,3,1,0.56314368230193634
MET038,1,3,2,0.557224909050961
MET038,1,3,3,0.64589077739379352
MET038,1,3,4,0.58272538381405925
MET038,2,1,1,0.71371391271461304
MET038,2,1,2,0.70565183785198338
MET038,2,1,3,0.65497630577258448
MET038,2,1,4,0.66835577684861625
MET038,2,2,1,0.74633383994668945
MET038,2,2,2,0.77586586404965785
MET038,2,2,3,0.67642351501534426
MET038,2,2,4,0.55714526558292166
MET038,2,3,1,0.73471043393519342
MET038,2,3,2,0.60293752422780122
MET038,2,3,3,0.71452825764552685
MET038,2,3,4,0.62476771200530812
MET039,1,1,1,0.49246640274077669
MET039,1,1,2,0.61214371057447325
MET039,1,1,3,0.53028028197543686
MET039,1,1,4,0.66589607590223976
MET039,1,2,1,0.76536824927601932
MET039,1,2,2,0.62985677110191707
MET039,1,2,3,0.52592891608835446
MET039,1,2,4,0.58124101569248987
MET039,1,3,1,0.63751352870551403
MET039,1,3,2,0.7272136433627916
MET039,1,3,3,0.70805468760871171
MET039,1,3,4,0.59884150844812467
MET039,2,1,1,0.62949457066085013
MET039,2,1,2,0.56659930541402126
MET039,2,1,3,0.68200031383081372
MET039,2,1,4,0.66806284428867724
MET039,2,2,1,0.62293822403644905
MET039,2,2,2,0.60425417083708477
MET039,2,2,3,0.63711355768593925
MET039,2,2,4,0.69927317217964935
MET039,2,3,1,0.58258037200537205
MET039,2,3,2,0.64013012600261654
MET039,2,3,3,0.56357678170443737
MET039,2,3,4,0.62404958097918883
MET040,1,1,1,0.68085664986492955
MET040,1,1,2,0.66164729766983088
MET040,1,1,3,0.59290654309782576
MET040,1,1,4,0.60885700324078074
MET040,1,2,1,0.83935057781610722
MET040,1,2,2,0.73593683034152191
MET040,1,2,3,0.64704463923354938
MET040,1,2,4,0.7235385840417814
MET040,1,3,1,0.77412745625107715
MET040,1,3,2,0.53011036475416862
MET040,1,3,3,0.64601482270703547
MET040,1,3,4,0.53239654363141675
MET043,1,1,1,0.63210506491163621
MET043,1,1,2,0.4827297486750538
MET043,1,1,3,0.61531682024567302
MET043,1,1,4,0.64538048636522527
MET043,1,2,1,0.60547291529258307
MET043,1,2,2,0.49635835117887178
MET043,1,2,3,0.5709968971758449
MET043,1,2,4,0.48734362147801891
MET043,1,3,1,0.57106339408284834
MET043,1,3,2,0.56916471351007925
MET043,1,3,3,0.55245640923424155
MET043,1,3,4,0.63542937871150262
MET043,1,4,1,0.53238914903870571
MET043,1,4,2,0.66128356614497286
MET043,1,4,3,0.65589159215700032
MET043,1,4,4,0.61046383238368074
MET044,1,1,1,0.68563060028965905
MET044,1,1,2,0.73910303505312225
MET044,1,1,3,0.8215365655231095
MET044,1,1,4,0.87469331441859632
MET044,1,2,1,0.79034910791256163
MET044,1,2,2,0.71645191020706334
MET044,1,2,3,0.70723092753980266
MET044,1,2,4,0.8172007846050382
MET044,1,3,1,0.63720013794354735
MET044,1,3,2,0.63051792265190376
MET044,1,3,3,1.0090228798489018
MET044,1,3,4,0.69892376414075152
MET044,1,4,1,0.81734168761710457
MET044,1,4,2,0.72657318642695634
MET044,1,4,3,0.73123135455745902
MET044,1,4,4,0.80504819440947217
MET045,1,1,1,0.65350452277651394
MET045,1,1,2,0.69490728934774937
MET045,1,1,3,0.74513472644267753
MET045,1,1,4,0.84765812496585713
MET045,1,2,1,0.60562491236237626
MET045,1,2,2,0.46978942800184348
MET045,1,2,3,0.56103250252101455
MET045,1,2,4,0.74410046450843692
MET045,1,3,1,0.52749939459391793
MET045,1,3,2,0.59188902588620296
MET045,1,3,3,0.53736658229353484
MET045,1,3,4,0.73548860601965127
MET045,1,4,1,0.75790536018617194
MET045,1,4,2,0.52192195534997743
MET045,1,4,3,0.73631564808957473
MET045,1,4,4,0.71118881591763305
MET046,1,1,1,0.58702474001097515
MET046,1,1,2,0.73117407546677182
MET046,1,1,3,0.71040998321476956
MET046,1,1,4,0.65437903530745467
MET046,1,2,1,0.68429787335500514
MET046,1,2,2,0.65034279063246603
MET046,1,2,3,0.63301251286349935
MET046,1,2,4,0.70948834117721815
MET046,1,3,1,0.65633434407626623
MET046,1,3,2,0.65722797659629206
MET046,1,3,3,0.58268277355961973
MET046,1,3,4,0.66951704241789523
MET046,1,4,1,0.65633434407626623
MET046,1,4,2,0.65722797659629206
MET046,1,4,3,0.58268277355961973
MET046,1,4,4,0.66951704241789523
MET047,1,1,1,0.6384801615442105
MET047,1,1,2,0.73842343541073163
MET047,1,1,3,0.63575808510174359
MET047,1,1,4,0.72285002403492538
MET047,1,2,1,0.68368601581522959
MET047,1,2,2,0.56854433138597882
MET047,1,2,3,0.71142583777807222
MET047,1,2,4,0.69504906910275011
MET047,1,3,1,0.91547845820756812
MET047,1,3,2,0.80986917875727793
MET047,1,3,3,0.68856915116490214
MET047,1,3,4,0.61976341554780223
