sub_id,session,run,trial,value
MET005,1,1,4,0.89480868547641523
MET005,1,2,1,0.96455046167935365
MET005,1,2,2,0.91165319867327965
MET005,1,2,3,0.83618162884916436
MET005,1,2,4,0.83688223051094446
MET005,1,3,1,0.85863371713843217
MET005,1,3,2,0.81985105866070085
MET005,1,3,3,0.94619030840673723
MET005,1,3,4,0.96821535299554118
MET005,1,4,1,0.85877249617271501
MET005,1,4,2,0.92254830885415684
MET005,1,4,3,0.89774421551142181
MET005,1,4,4,1.04122824342914
MET005,2,1,1,0.82018754177868958
MET005,2,1,2,0.79023160743812371
MET005,2,1,3,0.76301049670026777
MET005,2,1,4,0.90322448287296164
MET005,2,2,1,0.6554518389889461
MET005,2,2,2,0.81961071184667511
MET005,2,2,3,1.0482262318606601
MET005,2,2,4,1.0084167406782123
MET005,2,3,1,0.89360417776244305
MET005,2,3,2,0.90622451657888159
MET005,2,3,3,0.87243663054705867
MET005,2,3,4,0.8967125224482555
MET005,2,4,1,0.79405030958078593
MET005,2,4,2,0.79302781000786615
MET005,2,4,3,0.89051219641961421
MET005,2,4,4,0.7225885076665417
MET006,1,1,1,0.74773469561706662
MET006,1,1,2,0.7614993806736593
MET006,1,1,3,0.93653820057718462
MET006,1,1,4,0.73583947163276964
MET006,1,2,1,0.70848305941117595
MET006,1,2,2,0.77372096729992568
MET006,1,2,3,0.893983290895764
MET006,1,2,4,0.8708980249346796
MET006,1,3,1,0.74780942676697038
MET006,1,3,2,0.74701399561409165
MET006,1,3,3,0.79529535462982015
MET006,1,3,4,0.82608535609903344
MET006,1,4,1,0.73380769737093543
MET006,1,4,2,0.73994112660244205
MET006,1,4,3,0.75573183755257156
MET006,1,4,4,0.73251533136763158
MET006,2,1,1,0.75370958676030497
MET006,2,1,2,0.60987026374745212
MET006,2,1,3,0.75789720984206554
MET006,2,1,4,0.81030679675040218
MET006,2,2,1,0.89931712223442051
MET006,2,2,2,0.80467677539313953
MET006,2,2,3,0.75518850480650646
MET006,2,2,4,0.80132239629911695
MET006,2,3,1,0.83143644013980933
MET006,2,3,2,0.8121089890050458
MET006,2,3,3,0.71353061162005071
MET006,2,3,4,0.69157721907489433
MET006,2,4,1,0.94149484353289559
